artista,cancion,duracion_ms,explicito,anio,popularidad,bailable,energia,clave,volumen,modo,locuacidad,acusticidad,instrumentalidad,vivisidad,valencia emocional,tempo,genero_principal_Dance/Electronic,genero_principal_Folk/Acoustic,genero_principal_R&B,genero_principal_World/Traditional,genero_principal_country,genero_principal_easy listening,genero_principal_hip hop,genero_principal_latin,genero_principal_metal,genero_principal_pop,genero_principal_rock,genero_principal_set(),fecha_lanzamiento,Followers,dia_semana,TOP50_2019-2020,inflation,unemployment,gdp_per_capita,gross_savings,crecimiento_renta_neta,consumption_expenditure
Example,Kickstarts,181826,0,2010,63,0.61,0.836,5,-4.455,1,0.0573,0.00374,0.0,0.358,0.657,126.056,0,0,0,0,0,0,0,0,0,1,0,0,2010-06-20,317954,Sunday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Plan B,She Said,208853,0,2010,62,0.72,0.538,3,-5.85,0,0.141,0.301,3.03e-06,0.144,0.815,147.007,1,0,0,0,0,0,0,0,0,0,0,0,2023-03-15,4881224,Wednesday,no,1.640043442,9.633,48651,15.17,4.31,84.86
The Saturdays,Higher,207613,0,2010,61,0.639,0.862,10,-3.292,1,0.0341,0.049,6.81e-06,0.264,0.596,117.011,0,0,0,0,0,0,0,0,0,1,0,0,1999-01-01,749468,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Usher,Hey Daddy (Daddy's Home),224093,0,2010,60,0.59,0.698,11,-4.262,1,0.0286,0.000176,0.0,0.107,0.352,95.975,0,0,0,0,0,0,1,0,0,0,0,0,2010-03-30,12036479,Tuesday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Lil Wayne,Right Above It,271946,1,2010,68,0.376,0.841,3,-4.348,0,0.356,0.0435,0.0,0.578,0.463,76.052,0,0,0,0,0,0,1,0,0,0,0,0,2010-01-01,15143010,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
The Wanted,All Time Low,205200,0,2010,18,0.689,0.615,8,-5.022,0,0.0563,0.352,0.0,0.0789,0.783,134.036,0,0,0,0,0,0,0,0,0,1,0,0,2016-06-10,2491443,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Kesha,Your Love Is My Drug,187133,0,2010,69,0.826,0.612,1,-3.891,1,0.0982,0.00681,0.0,0.0889,0.756,120.057,0,0,0,0,0,0,0,0,0,1,0,0,2010-01-01,8114227,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Ellie Goulding,Starry Eyed,176613,0,2010,54,0.504,0.814,5,-5.346,0,0.0389,0.135,1.42e-05,0.324,0.596,149.967,0,0,0,0,0,0,0,0,0,1,0,0,2002-01-01,12527164,Tuesday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Drake,Find Your Love,208946,0,2010,56,0.625,0.613,6,-6.005,0,0.173,0.0209,0.0,0.0286,0.738,96.033,0,0,0,0,0,0,1,0,0,0,0,0,2010-01-01,91634236,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Jason Derulo,Ridin' Solo,215746,0,2010,66,0.442,0.83,9,-4.02,1,0.146,0.128,0.0,0.129,0.578,89.338,0,0,0,0,0,0,1,0,0,0,0,0,2010-02-24,12166576,Wednesday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Two Door Cinema Club,What You Know,189693,0,2010,0,0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,0,0,0,1,0,0,0,0,0,0,0,0,2010-02-17,2440771,Wednesday,no,1.640043442,9.633,48651,15.17,4.31,84.86
B.o.B,Nothin' on You (feat. Bruno Mars),268320,0,2010,74,0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993,0,0,0,0,0,0,1,0,0,0,0,0,2010-04-27,2068843,Tuesday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Katy Perry,Teenage Dream,227741,0,2010,69,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,0,0,0,0,0,0,0,0,0,1,0,0,2010-01-01,34270202,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Scouting For Girls,This Ain't a Love Song,210680,0,2017,52,0.458,0.905,0,-4.157,1,0.0451,0.000431,0.0,0.378,0.553,176.667,0,0,0,0,0,0,0,0,0,1,0,0,1995-06-27,345479,Tuesday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Travie McCoy,Billionaire (feat. Bruno Mars),211160,1,2010,72,0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.776,0,0,0,0,0,0,1,0,0,0,0,0,2010-03-09,382581,Tuesday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Lady A,Need You Now,236440,0,2010,73,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,0,0,0,0,0,0,0,0,0,1,0,0,2010-01-01,3685896,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Taylor Swift,Back To December,293026,0,2010,65,0.529,0.67,2,-4.663,1,0.0303,0.117,0.0,0.334,0.286,141.893,0,0,0,0,0,0,0,0,0,1,0,0,2023-07-07,120903886,Friday,sí,1.640043442,9.633,48651,15.17,4.31,84.86
Neon Trees,Animal,212306,0,2010,64,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,0,0,0,0,0,0,0,0,0,0,1,0,2006-06-25,1227707,Sunday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Matt Cardle,When We Collide,226000,0,2011,46,0.443,0.683,2,-5.521,1,0.0343,0.0198,5.26e-06,0.313,0.447,81.986,0,0,0,0,0,0,0,0,0,1,0,0,2015-10-23,57210,Friday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Robyn,Dancing On My Own,288670,0,2010,0,0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015,0,0,0,0,0,0,0,0,0,1,0,0,2010-06-11,840968,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
The Band Perry,If I Die Young,222773,0,2010,64,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,0,0,0,0,1,0,0,0,0,0,0,0,2010-01-01,1594437,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
B.o.B,Magic (feat. Rivers Cuomo),196133,0,2010,65,0.549,0.932,8,-4.11,0,0.343,0.0127,0.0,0.347,0.787,82.439,0,0,0,0,0,0,1,0,0,0,0,0,2010-04-27,2068843,Tuesday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Adele,Rolling in the Deep,228093,1,2011,2,0.73,0.77,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,0,0,0,0,0,0,0,0,0,1,0,0,2011-01-24,58394799,Monday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201493,0,2010,77,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,0,0,0,0,0,0,0,0,0,1,0,0,2010-01-01,42516029,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
LMFAO,Party Rock Anthem,262146,0,2011,73,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,0,0,0,0,0,0,1,0,0,0,0,0,2011-01-01,4183794,Saturday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Katy Perry,Firework,227893,0,2010,72,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,0,0,0,0,0,0,0,0,0,1,0,0,2012-03-12,34270202,Monday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Bruno Mars,Grenade,222091,0,2010,78,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,0,0,0,0,0,0,0,0,0,1,0,0,2010-05-11,58724169,Tuesday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,0,2011,71,0.595,0.912,10,-3.428,0,0.0884,0.0434,0.0,0.259,0.762,128.024,0,0,0,0,0,0,1,0,0,0,0,0,2011-06-17,10731957,Friday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Alexandra Stan,Mr. Saxobeat,195105,0,2011,0,0.726,0.931,11,-4.152,0,0.0468,0.0218,0.000283,0.143,0.797,126.976,0,0,0,0,0,0,0,0,0,1,0,0,2011-10-25,381862,Tuesday,no,3.156841569,8.949,50066,16.0,2.05,84.68
David Guetta,Who's That Chick? (feat. Rihanna),201040,0,2010,71,0.675,0.602,11,-4.733,0,0.116,0.00377,0.0,0.0458,0.933,127.938,0,0,0,0,0,0,1,0,0,0,0,0,2010-11-22,26131627,Monday,sí,1.640043442,9.633,48651,15.17,4.31,84.86
Jennifer Lopez,On The Floor,284866,0,2011,79,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,0,0,0,0,0,0,1,0,0,0,0,0,2011-04-29,13229618,Friday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Rihanna,S&M,243533,0,2010,73,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,0,0,0,0,0,0,1,0,0,0,0,0,2010-01-01,62453726,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Kesha,Blow,219973,0,2010,69,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,0,0,0,0,0,0,0,0,0,1,0,0,2010-11-19,8114227,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Snoop Dogg,Sweat - Remix,195986,0,2011,68,0.813,0.732,7,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130.02,0,0,0,0,0,0,1,0,0,0,0,0,2011-01-01,12408191,Saturday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Taio Cruz,Higher,187626,0,2010,61,0.672,0.907,8,-5.069,0,0.0721,0.0048,3.4e-05,0.156,0.746,128.027,0,0,0,0,0,0,1,0,0,0,0,0,1999-01-01,2234462,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Usher,More - RedOne Jimmy Joker Remix,219986,0,2010,67,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083,0,0,0,0,0,0,1,0,0,0,0,0,2010-11-22,12036479,Monday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Example,Changed the Way You Kiss Me - Radio Edit,195466,0,2011,42,0.578,0.857,4,-3.78,0,0.041,0.00548,0.00162,0.0948,0.188,126.979,0,0,0,0,0,0,0,0,0,1,0,0,2011-09-04,317954,Sunday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Black Eyed Peas,Just Can’t Get Enough,219426,0,2010,76,0.659,0.628,0,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05,0,0,0,0,0,0,1,0,0,0,0,0,2010-01-01,8368787,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),194840,1,2012,72,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,0,0,0,0,0,0,1,0,0,0,0,0,2011-08-24,26131627,Wednesday,sí,2.069337265,8.069,51784,18.13,3.85,83.44
Lykke Li,I Follow Rivers - The Magician Remix,281106,0,2011,51,0.786,0.709,9,-5.737,0,0.0395,0.0192,0.00118,0.0845,0.285,122.019,0,0,0,0,0,0,0,0,0,1,0,0,2011-10-10,1873556,Monday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306,0,2011,81,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,0,0,0,0,0,0,1,0,0,0,0,0,2011-06-17,10731957,Friday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Selena Gomez & The Scene,Love You Like A Love Song,188453,0,2011,79,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,0,0,0,0,0,0,0,0,0,1,0,0,2011-01-01,50648388,Saturday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Wiz Khalifa,Black and Yellow,217666,1,2011,75,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,0,0,0,0,0,0,1,0,0,0,0,0,2011-03-29,11188943,Tuesday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Katy Perry,E.T.,229573,0,2012,65,0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,151.684,0,0,0,0,0,0,0,0,0,1,0,0,2012-03-12,34270202,Monday,no,2.069337265,8.069,51784,18.13,3.85,83.44
Britney Spears,I Wanna Go,210266,0,2011,66,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,0,0,0,0,0,0,0,0,0,1,0,0,2011-03-28,15137519,Monday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960,0,2011,81,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,0,0,0,0,0,0,1,0,0,0,0,0,2011-11-11,1497383,Friday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Enrique Iglesias,Tonight (I'm Fuckin' You),232213,1,2010,63,0.648,0.89,0,-3.982,0,0.0523,0.0294,3.58e-06,0.116,0.321,125.953,0,0,0,0,0,0,0,0,0,1,0,0,2010-01-01,11075132,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Jeremih,Down On Me,228453,0,2010,72,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,0,0,0,0,0,0,1,0,0,0,0,0,2010-01-01,6655961,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Sak Noel,Loca People - Radio Edit,215624,1,2011,49,0.926,0.808,11,-3.148,0,0.0599,0.000915,0.00327,0.0515,0.701,127.998,1,0,0,0,0,0,0,0,0,0,0,0,2011-10-25,132149,Tuesday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),202266,0,2011,61,0.843,0.881,9,-3.951,1,0.0581,0.14,0.0,0.0765,0.876,110.621,0,0,0,0,0,0,0,0,0,1,0,0,2011-11-28,3201550,Monday,no,3.156841569,8.949,50066,16.0,2.05,84.68
LMFAO,Sexy And I Know It,199480,0,2011,67,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,0,0,0,0,0,0,1,0,0,0,0,0,2011-01-01,4183794,Saturday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Cobra Starship,You Make Me Feel... (feat. Sabi),215693,0,2011,70,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,0,0,0,0,0,0,0,0,0,1,0,0,2011-08-29,500921,Monday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Jessie J,Do It Like A Dude,195240,1,2011,57,0.663,0.843,2,-3.672,1,0.049,0.0491,0.0,0.364,0.375,140.036,0,0,0,0,0,0,1,0,0,0,0,0,2011-01-01,11714416,Saturday,no,3.156841569,8.949,50066,16.0,2.05,84.68
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,206776,0,2012,55,0.31,0.926,6,-1.131,0,0.0464,0.0184,0.00792,0.483,0.493,139.85,0,0,0,0,0,0,0,0,0,1,0,0,2021-04-09,13044,Friday,no,2.069337265,8.069,51784,18.13,3.85,83.44
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,1,2010,76,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,0,0,0,0,0,0,1,0,0,0,0,0,2010-10-01,2691633,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Nickelback,When We Stand Together,190786,0,2011,65,0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,0,0,0,0,0,0,0,0,0,0,1,0,2011-11-14,7020418,Monday,no,3.156841569,8.949,50066,16.0,2.05,84.68
M83,Midnight City,243960,0,2011,76,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,0,0,0,0,0,0,0,0,0,0,1,0,2011-10-18,2415707,Tuesday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Britney Spears,Till the World Ends,237946,0,2011,65,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,0,0,0,0,0,0,0,0,0,1,0,0,2011-03-28,15137519,Monday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Labrinth,Earthquake (feat. Tinie Tempah),274600,1,2012,62,0.54,0.856,0,-3.966,0,0.1,0.109,0.0,0.276,0.258,153.071,0,0,0,0,0,0,0,0,0,1,0,0,2012-04-02,3306982,Monday,no,2.069337265,8.069,51784,18.13,3.85,83.44
Jason Derulo,Don't Wanna Go Home,206080,0,2011,63,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,0,0,0,0,0,0,1,0,0,0,0,0,2011-09-16,12166576,Friday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Coldplay,Paradise,278719,0,2011,82,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,0,0,0,0,0,0,0,0,0,0,1,0,2024-05-23,53112218,Thursday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Katy Perry,Last Friday Night (T.G.I.F.),230746,0,2012,74,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,0,0,0,0,0,0,0,0,0,1,0,0,2010-01-01,34270202,Friday,no,2.069337265,8.069,51784,18.13,3.85,83.44
Adele,Set Fire to the Rain,242973,0,2011,2,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,0,0,0,0,0,0,0,0,0,1,0,0,2011-01-24,58394799,Monday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Dr. Dre,I Need A Doctor,283733,1,2011,71,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,0,0,0,0,0,0,1,0,0,0,0,0,2011-02-01,12245985,Tuesday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Lil Wayne,6 Foot 7 Foot,248586,1,2011,1,0.364,0.752,2,-5.429,1,0.304,0.0007,0.0,0.318,0.606,79.119,0,0,0,0,0,0,1,0,0,0,0,0,2023-03-31,15143010,Friday,no,3.156841569,8.949,50066,16.0,2.05,84.68
DJ Khaled,I'm On One,296146,1,2011,70,0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,0,0,0,0,0,0,1,0,0,0,0,0,2011-01-01,11644040,Saturday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,1,2011,71,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,0,0,0,0,0,0,1,0,0,0,0,0,2011-03-22,23191433,Tuesday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Far East Movement,Rocketeer,211253,0,2010,61,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,0,0,0,0,0,0,1,0,0,0,0,0,2010-01-01,1086944,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
The Wanted,Glad You Came,197935,0,2011,77,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,0,0,0,0,0,0,0,0,0,1,0,0,2012-01-01,2491443,Sunday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Kesha,We R Who We R,204760,0,2010,71,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,0,0,0,0,0,0,0,0,0,1,0,0,2010-11-19,8114227,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Kelly Rowland,Motivation,230560,0,2011,65,0.744,0.672,9,-5.589,0,0.0418,0.187,0.000123,0.105,0.266,140.889,0,0,0,0,0,0,1,0,0,0,0,0,2011-01-01,3489785,Saturday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Rihanna,We Found Love,215226,0,2011,75,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,0,0,0,0,0,0,1,0,0,0,0,0,2011-11-18,62453726,Friday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Nicole Scherzinger,Don't Hold Your Breath,197440,0,2011,62,0.66,0.797,5,-6.096,0,0.0262,0.00646,0.000108,0.187,0.674,110.955,0,0,0,0,0,0,0,0,0,1,0,0,2015-12-22,2418092,Tuesday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Mann,Buzzin Remix,224333,1,2011,48,0.687,0.939,10,-4.372,0,0.146,0.0887,0.0,0.283,0.539,104.029,0,0,0,0,0,0,1,0,0,0,0,0,2011-01-01,177570,Saturday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Chris Brown,Yeah 3x,241666,1,2011,69,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,0,0,0,0,0,0,1,0,0,0,0,0,2011-03-22,23191433,Tuesday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Swedish House Mafia,Save The World,213337,0,2011,65,0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879,0,0,0,0,0,0,0,0,0,1,0,0,2024-02-23,3830134,Friday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Kanye West,All Of The Lights,299613,1,2010,76,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,0,0,0,0,0,0,1,0,0,0,0,0,2010-11-22,26980472,Monday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Miguel,Sure Thing,195373,0,2010,78,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,0,0,0,0,0,0,0,0,0,1,0,0,2010-11-26,5210145,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Diddy - Dirty Money,Coming Home,238693,0,2010,69,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,0,0,0,0,0,0,1,0,0,0,0,0,2010-01-01,122174,Friday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Chris Brown,Beautiful People,225881,0,2019,53,0.415,0.775,5,-6.366,0,0.161,0.0658,0.00431,0.0843,0.536,127.898,0,0,0,0,0,0,1,0,0,0,0,0,2019-06-28,23191433,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Avril Lavigne,What the Hell,220706,0,2011,74,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,0,0,0,0,0,0,0,0,0,1,0,0,2011-03-08,11238387,Tuesday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Professor Green,Read All About It,235735,1,2011,39,0.656,0.752,11,-5.522,0,0.0434,0.336,0.0,0.223,0.445,100.963,1,0,0,0,0,0,0,0,0,0,0,0,2012-02-13,343974,Monday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Chase & Status,Blind Faith,233666,0,2011,60,0.45,0.846,9,-4.712,0,0.0472,0.00523,0.0,0.228,0.402,140.042,1,0,0,0,0,0,0,0,0,0,0,0,1969-08-24,1010014,Sunday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Chip,Champion (feat. Chris Brown),237293,1,2011,48,0.415,0.934,6,-2.914,0,0.24,0.078,0.0,0.145,0.52,190.151,0,0,0,0,0,0,1,0,0,0,0,0,2011-03-22,241912,Tuesday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Selena Gomez & The Scene,Who Says,195613,0,2011,76,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,0,0,0,0,0,0,0,0,0,1,0,0,2011-01-01,50648388,Saturday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Rizzle Kicks,Down With The Trumpets,186851,0,2011,59,0.753,0.88,4,-4.689,0,0.0806,0.087,0.0,0.24,0.794,115.057,0,0,0,0,0,0,1,0,0,0,0,0,2011-01-01,336118,Saturday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Lady Gaga,Born This Way,260253,0,2011,72,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,0,0,0,0,0,0,0,0,0,1,0,0,2011-01-01,31337619,Saturday,sí,3.156841569,8.949,50066,16.0,2.05,84.68
Nicki Minaj,Super Bass,200013,1,2010,0,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,126.991,0,0,0,0,0,0,1,0,0,0,0,0,2010-11-22,32227243,Monday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Mac Miller,Donald Trump,165908,1,2011,61,0.636,0.901,1,-7.094,0,0.118,0.119,0.0,0.391,0.836,162.994,0,0,0,0,0,0,1,0,0,0,0,0,2016-06-03,10808561,Friday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222186,0,2012,62,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,0,0,0,0,0,0,1,0,0,0,0,0,2012-10-29,22833621,Monday,no,2.069337265,8.069,51784,18.13,3.85,83.44
David Guetta,Without You (feat. Usher),208133,0,2012,70,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,0,0,0,0,0,0,1,0,0,0,0,0,2011-08-24,26131627,Wednesday,sí,2.069337265,8.069,51784,18.13,3.85,83.44
Foster The People,Pumped Up Kicks,239600,0,2011,82,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,0,0,0,0,0,0,0,0,0,0,1,0,2011-05-23,3820327,Monday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Drake,Headlines,235986,1,2011,74,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,0,0,0,0,0,0,1,0,0,0,0,0,2011-11-15,91634236,Tuesday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Jessie J,Price Tag,223053,0,2011,73,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,0,0,0,0,0,0,1,0,0,0,0,0,2011-01-01,11714416,Saturday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Jason Aldean,Dirt Road Anthem,229413,0,2010,53,0.678,0.739,2,-5.068,1,0.0352,0.32,2.36e-06,0.116,0.658,127.037,0,0,0,0,1,0,0,0,0,0,0,0,2010-11-02,6533651,Tuesday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Wiz Khalifa,Roll Up,227773,1,2011,63,0.523,0.805,3,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358,0,0,0,0,0,0,1,0,0,0,0,0,2024-07-31,11188943,Wednesday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Bad Meets Evil,Lighters,303813,1,2011,68,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268,0,0,0,0,0,0,1,0,0,0,0,0,2011-01-01,1688946,Saturday,no,3.156841569,8.949,50066,16.0,2.05,84.68
Bruno Mars,The Lazy Song,189109,0,2010,75,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,0,0,0,0,0,0,0,0,0,1,0,0,2010-05-11,58724169,Tuesday,no,1.640043442,9.633,48651,15.17,4.31,84.86
Lupe Fiasco,The Show Goes On,239613,1,2011,70,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,0,0,0,0,0,0,1,0,0,0,0,0,2011-03-04,1901700,Friday,no,3.156841569,8.949,50066,16.0,2.05,84.68
